Analyzed file:	D:\пешики\00022.MTS
Frame №	100 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	101 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	102 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	103 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	104 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	105 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	106 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	107 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	108 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	109 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	110 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	111 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	112 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	113 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	114 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	115 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	116 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	117 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	118 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	119 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	120 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	121 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	122 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	123 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	124 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	125 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	126 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	127 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	128 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	129 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	130 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	131 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	132 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	133 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	134 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	135 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	136 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	137 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	138 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	139 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	140 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	141 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	142 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	143 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	144 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	145 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	146 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	147 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	148 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	149 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	150 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	151 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	152 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	153 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	154 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	155 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	156 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	157 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	158 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	159 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	160 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	161 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	162 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	163 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	164 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	165 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	166 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	167 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	168 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	169 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	170 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	171 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	172 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	173 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	174 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	175 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	176 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	177 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	178 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	179 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	180 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	181 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	182 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	183 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	184 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	185 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	186 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	187 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	188 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	189 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	190 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	191 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	192 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	193 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	194 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	195 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	196 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	197 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	198 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	199 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	200 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	201 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	202 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	203 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	204 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	205 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	206 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	207 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	208 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	209 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	210 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	211 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	212 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	213 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	214 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	215 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	216 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	217 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	218 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	219 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	220 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	221 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	222 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	223 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	224 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	225 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	226 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	227 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	228 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	229 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	230 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	231 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	232 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	233 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	234 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	235 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	236 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	237 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	238 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	239 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	240 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	241 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	242 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	243 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	244 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	245 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	246 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	247 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	248 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	249 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	250 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	251 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	252 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	253 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [71 x 142 from (574, 190)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [71 x 142 from (574, 190)]
Frame №	254 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [67 x 134 from (573, 176)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [67 x 134 from (573, 176)]
Frame №	255 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	256 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	257 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [68 x 136 from (566, 170)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [68 x 136 from (566, 170)]
Frame №	258 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	259 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	260 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	261 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	262 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	263 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	264 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	265 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [99 x 199 from (562, 186)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [99 x 199 from (562, 186)]
Frame №	266 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	267 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [95 x 190 from (565, 192)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [95 x 190 from (565, 192)]
Frame №	268 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [102 x 205 from (559, 175)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [102 x 205 from (559, 175)]
Frame №	269 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [107 x 214 from (553, 171)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [107 x 214 from (553, 171)]
Frame №	270 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [107 x 214 from (551, 168)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [107 x 214 from (551, 168)]
Frame №	271 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [112 x 225 from (546, 158)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [112 x 225 from (546, 158)]
Frame №	272 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [109 x 218 from (547, 158)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [109 x 218 from (547, 158)]
Frame №	273 ----------------------
Object's on frame in detect:	2
+Object's №: 0
 Coordinate: [115 x 230 from (544, 142)]
+Object's №: 1
 Coordinate: [80 x 160 from (562, 200)]
				-----rejected------
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [115 x 230 from (544, 142)]
Frame №	274 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [110 x 221 from (542, 149)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [110 x 221 from (542, 149)]
Frame №	275 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [73 x 145 from (528, 210)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [73 x 145 from (528, 210)]
Frame №	276 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	277 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [96 x 192 from (545, 155)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [96 x 192 from (545, 155)]
Frame №	278 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [101 x 202 from (540, 148)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [101 x 202 from (540, 148)]
Frame №	279 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [108 x 216 from (537, 138)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [108 x 216 from (537, 138)]
Frame №	280 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [107 x 214 from (536, 139)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [107 x 214 from (536, 139)]
Frame №	281 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [113 x 226 from (532, 124)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [113 x 226 from (532, 124)]
Frame №	282 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [108 x 216 from (535, 133)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [108 x 216 from (535, 133)]
Frame №	283 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [114 x 228 from (532, 125)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [114 x 228 from (532, 125)]
Frame №	284 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [117 x 234 from (526, 112)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [117 x 234 from (526, 112)]
Frame №	285 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [117 x 233 from (525, 110)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [117 x 233 from (525, 110)]
Frame №	286 ----------------------
Object's on frame in detect:	1
