Analyzed file:	D:\пешики\00022.MTS
Object's on frame in detect_filter:	0
Frame №	111 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	112 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	113 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	114 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	115 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	116 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	117 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	118 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	119 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	120 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	121 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	122 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	123 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	124 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	125 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	126 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	127 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	128 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	129 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	130 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	131 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	132 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	133 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	134 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	135 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	136 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	137 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	138 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	139 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	140 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	141 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	142 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	143 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	144 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	145 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	146 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	147 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	148 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	149 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	150 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	151 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	152 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	153 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	154 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	155 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	156 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	157 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	158 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	159 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	160 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	161 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	162 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	163 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	164 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	165 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	166 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	167 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	168 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	169 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	170 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	171 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	172 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	173 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	174 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	175 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	176 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	177 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	178 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	179 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	180 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	181 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	182 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	183 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	184 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	185 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	186 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	187 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	188 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	189 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	190 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	191 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	192 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	193 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	194 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	195 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	196 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	197 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	198 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	199 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	200 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	201 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	202 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	203 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	204 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	205 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	206 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	207 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	208 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	209 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	210 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	211 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	212 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	213 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	214 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	215 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	216 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	217 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	218 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	219 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	220 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	221 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	222 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	223 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	224 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	225 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	226 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	227 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	228 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	229 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	230 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	231 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	232 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	233 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	234 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	235 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	236 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	237 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	238 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	239 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	240 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	241 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	242 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	243 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	244 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	245 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	246 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	247 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	248 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	249 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	250 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	251 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	252 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	253 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	254 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	255 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	256 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	257 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	258 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	259 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	260 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [81 x 161 from (577, 230)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [81 x 161 from (577, 230)]
Frame №	261 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	262 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	263 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	264 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	265 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	266 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [95 x 189 from (560, 189)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [95 x 189 from (560, 189)]
Frame №	267 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 209 from (558, 174)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 209 from (558, 174)]
Frame №	268 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 209 from (558, 174)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 209 from (558, 174)]
Frame №	269 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 210 from (556, 170)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 210 from (556, 170)]
Frame №	270 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [99 x 198 from (556, 175)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [99 x 198 from (556, 175)]
Frame №	271 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [97 x 193 from (554, 180)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [97 x 193 from (554, 180)]
Frame №	272 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 210 from (546, 164)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 210 from (546, 164)]
Frame №	273 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [95 x 190 from (553, 172)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [95 x 190 from (553, 172)]
Frame №	274 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [104 x 207 from (545, 155)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [104 x 207 from (545, 155)]
Frame №	275 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	276 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	277 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	278 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	279 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	280 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 209 from (539, 135)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 209 from (539, 135)]
Frame №	281 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 209 from (539, 135)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 209 from (539, 135)]
Frame №	282 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [105 x 209 from (539, 135)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [105 x 209 from (539, 135)]
Frame №	283 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	284 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	285 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	286 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [104 x 209 from (527, 123)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [104 x 209 from (527, 123)]
Frame №	287 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	288 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	289 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	290 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	291 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	292 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	293 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	294 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	295 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	296 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	297 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	298 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	299 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	300 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	301 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	302 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	303 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	304 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [92 x 184 from (142, -23)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [92 x 184 from (142, -23)]
Frame №	305 ----------------------
Object's on frame in detect:	1
+Object's №: 0
 Coordinate: [104 x 209 from (137, -26)]
Object's on frame in detect_filter:	1
+Object's №: 0
 Coordinate: [104 x 209 from (137, -26)]
Frame №	306 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame №	307 ----------------------
