Analyzed file:	D:\пешики\00022.MTS
Frame №	167 ----------------------
Object's on frame in myPersons:	0
Frame №	168 ----------------------
Object's on frame in myPersons:	0
Frame №	169 ----------------------
Object's on frame in myPersons:	0
Frame №	170 ----------------------
Object's on frame in myPersons:	0
Frame №	171 ----------------------
Object's on frame in myPersons:	0
Frame №	172 ----------------------
Object's on frame in myPersons:	0
Frame №	173 ----------------------
Object's on frame in myPersons:	0
Frame №	174 ----------------------
Object's on frame in myPersons:	0
Frame №	175 ----------------------
Object's on frame in myPersons:	0
Frame №	176 ----------------------
Object's on frame in myPersons:	0
Frame №	177 ----------------------
Object's on frame in myPersons:	0
Frame №	178 ----------------------
Object's on frame in myPersons:	0
Frame №	179 ----------------------
Object's on frame in myPersons:	0
Frame №	180 ----------------------
Object's on frame in myPersons:	0
Frame №	181 ----------------------
Object's on frame in myPersons:	0
Frame №	182 ----------------------
Object's on frame in myPersons:	0
Frame №	183 ----------------------
Object's on frame in myPersons:	0
Frame №	184 ----------------------
Object's on frame in myPersons:	0
Frame №	185 ----------------------
Object's on frame in myPersons:	0
Frame №	186 ----------------------
Object's on frame in myPersons:	0
Frame №	187 ----------------------
Object's on frame in myPersons:	0
Frame №	188 ----------------------
Object's on frame in myPersons:	0
Frame №	189 ----------------------
Object's on frame in myPersons:	0
Frame №	190 ----------------------
Object's on frame in myPersons:	0
Frame №	191 ----------------------
Object's on frame in myPersons:	0
Frame №	192 ----------------------
Object's on frame in myPersons:	0
Frame №	193 ----------------------
Object's on frame in myPersons:	0
Frame №	194 ----------------------
Object's on frame in myPersons:	0
Frame №	195 ----------------------
Object's on frame in myPersons:	0
Frame №	196 ----------------------
Object's on frame in myPersons:	0
Frame №	197 ----------------------
Object's on frame in myPersons:	0
Frame №	198 ----------------------
Object's on frame in myPersons:	0
Frame №	199 ----------------------
Object's on frame in myPersons:	0
Frame №	200 ----------------------
Object's on frame in myPersons:	0
Frame №	201 ----------------------
Object's on frame in myPersons:	0
Frame №	202 ----------------------
Object's on frame in myPersons:	0
Frame №	203 ----------------------
Object's on frame in myPersons:	0
Frame №	204 ----------------------
Object's on frame in myPersons:	0
Frame №	205 ----------------------
Object's on frame in myPersons:	0
Frame №	206 ----------------------
Object's on frame in myPersons:	0
Frame №	207 ----------------------
Object's on frame in myPersons:	0
Frame №	208 ----------------------
Object's on frame in myPersons:	0
Frame №	209 ----------------------
Object's on frame in myPersons:	0
Frame №	210 ----------------------
Object's on frame in myPersons:	0
Frame №	211 ----------------------
Object's on frame in myPersons:	0
Frame №	212 ----------------------
Object's on frame in myPersons:	0
Frame №	213 ----------------------
Object's on frame in myPersons:	0
Frame №	214 ----------------------
Object's on frame in myPersons:	0
Frame №	215 ----------------------
Object's on frame in myPersons:	0
Frame №	216 ----------------------
Object's on frame in myPersons:	0
Frame №	217 ----------------------
Object's on frame in myPersons:	0
Frame №	218 ----------------------
Object's on frame in myPersons:	0
Frame №	219 ----------------------
Object's on frame in myPersons:	0
Frame №	220 ----------------------
Object's on frame in myPersons:	0
Frame №	221 ----------------------
Object's on frame in myPersons:	0
Frame №	222 ----------------------
Object's on frame in myPersons:	0
Frame №	223 ----------------------
Object's on frame in myPersons:	0
Frame №	224 ----------------------
Object's on frame in myPersons:	0
Frame №	225 ----------------------
Object's on frame in myPersons:	0
Frame №	226 ----------------------
Object's on frame in myPersons:	0
Frame №	227 ----------------------
Object's on frame in myPersons:	0
Frame №	228 ----------------------
Object's on frame in myPersons:	0
Frame №	229 ----------------------
Object's on frame in myPersons:	0
Frame №	230 ----------------------
Object's on frame in myPersons:	0
Frame №	231 ----------------------
Object's on frame in myPersons:	0
Frame №	232 ----------------------
Object's on frame in myPersons:	0
Frame №	233 ----------------------
Object's on frame in myPersons:	0
Frame №	234 ----------------------
Object's on frame in myPersons:	0
Frame №	235 ----------------------
Object's on frame in myPersons:	0
Frame №	236 ----------------------
Object's on frame in myPersons:	0
Frame №	237 ----------------------
Object's on frame in myPersons:	0
Frame №	238 ----------------------
Object's on frame in myPersons:	0
Frame №	239 ----------------------
Object's on frame in myPersons:	0
Frame №	240 ----------------------
Object's on frame in myPersons:	0
Frame №	241 ----------------------
Object's on frame in myPersons:	0
Frame №	242 ----------------------
Object's on frame in myPersons:	0
Frame №	243 ----------------------
Object's on frame in myPersons:	0
Frame №	244 ----------------------
Object's on frame in myPersons:	0
Frame №	245 ----------------------
Object's on frame in myPersons:	0
Frame №	246 ----------------------
Object's on frame in myPersons:	0
Frame №	247 ----------------------
Object's on frame in myPersons:	0
Frame №	248 ----------------------
Object's on frame in myPersons:	0
Frame №	249 ----------------------
Object's on frame in myPersons:	0
Frame №	250 ----------------------
Object's on frame in myPersons:	0
Frame №	251 ----------------------
Object's on frame in myPersons:	0
Frame №	252 ----------------------
Object's on frame in myPersons:	0
Frame №	253 ----------------------
Object's on frame in myPersons:	0
Frame №	254 ----------------------
Object's on frame in myPersons:	0
Frame №	255 ----------------------
Object's on frame in myPersons:	0
Frame №	256 ----------------------
Object's on frame in myPersons:	0
Frame №	257 ----------------------
Object's on frame in myPersons:	0
Frame №	258 ----------------------
Object's on frame in myPersons:	0
Frame №	259 ----------------------
Object's on frame in myPersons:	0
Frame №	260 ----------------------
Object's on frame in myPersons:	0
Frame №	261 ----------------------
Object's on frame in myPersons:	1
Frame №	262 ----------------------
Object's on frame in myPersons:	0
Frame №	263 ----------------------
Object's on frame in myPersons:	0
Frame №	264 ----------------------
Object's on frame in myPersons:	0
Frame №	265 ----------------------
Object's on frame in myPersons:	1
Frame №	266 ----------------------
Object's on frame in myPersons:	1
Frame №	267 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 190 from (565, 192)]
Frame №	268 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 191 from (564, 189)]
Frame №	269 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 209 from (557, 173)]
Frame №	270 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [102 x 204 from (555, 176)]
Frame №	271 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 208 from (552, 172)]
Frame №	272 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 211 from (549, 164)]
Frame №	273 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (548, 161)]
Frame №	274 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 213 from (546, 156)]
Frame №	275 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [100 x 200 from (547, 164)]
Frame №	276 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [100 x 200 from (546, 165)]
Frame №	277 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [100 x 200 from (545, 166)]
Frame №	278 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 190 from (545, 154)]
Frame №	279 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [93 x 186 from (543, 156)]
Frame №	280 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (541, 147)]
Frame №	281 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 197 from (541, 150)]
Frame №	282 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 208 from (537, 138)]
Frame №	283 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 207 from (537, 138)]
Frame №	284 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [103 x 206 from (536, 135)]
Frame №	285 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [100 x 202 from (536, 134)]
Frame №	286 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [97 x 194 from (535, 139)]
Frame №	287 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [99 x 198 from (530, 132)]
Frame №	288 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [117 x 233 from (520, 99)]
Frame №	289 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (522, 114)]
Frame №	290 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (521, 116)]
Frame №	291 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (520, 118)]
Frame №	292 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (519, 120)]
Frame №	293 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (518, 122)]
Frame №	294 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (517, 124)]
Frame №	295 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 212 from (516, 126)]
Frame №	296 ----------------------
Object's on frame in myPersons:	1
Frame №	297 ----------------------
Object's on frame in myPersons:	0
Frame №	298 ----------------------
Object's on frame in myPersons:	0
Frame №	299 ----------------------
Object's on frame in myPersons:	0
Frame №	300 ----------------------
Object's on frame in myPersons:	0
Frame №	301 ----------------------
Object's on frame in myPersons:	0
Frame №	302 ----------------------
Object's on frame in myPersons:	0
Frame №	303 ----------------------
Object's on frame in myPersons:	0
Frame №	304 ----------------------
Object's on frame in myPersons:	0
Frame №	305 ----------------------
Object's on frame in myPersons:	0
Frame №	306 ----------------------
Object's on frame in myPersons:	1
Frame №	307 ----------------------
Object's on frame in myPersons:	2
Frame №	308 ----------------------
Object's on frame in myPersons:	1
Frame №	309 ----------------------
Object's on frame in myPersons:	0
Frame №	310 ----------------------
Object's on frame in myPersons:	2
Frame №	311 ----------------------
Object's on frame in myPersons:	3
Frame №	312 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [106 x 212 from (132, -13)]
Frame №	313 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [97 x 194 from (131, -5)]
+Object's №: 1
 Coordinate: [116 x 232 from (493, 45)]
Frame №	314 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [103 x 206 from (132, -7)]
+Object's №: 1
 Coordinate: [112 x 225 from (494, 48)]
Frame №	315 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [103 x 206 from (134, -5)]
+Object's №: 1
 Coordinate: [109 x 218 from (494, 51)]
Frame №	316 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 193 from (132, 0)]
+Object's №: 1
 Coordinate: [107 x 215 from (494, 51)]
Frame №	317 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (127, 0)]
+Object's №: 1
 Coordinate: [109 x 218 from (493, 47)]
Frame №	318 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (130, 3)]
+Object's №: 1
 Coordinate: [110 x 221 from (493, 40)]
Frame №	319 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (116, 0)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 29)]
Frame №	320 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (116, 3)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 27)]
Frame №	321 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 219 from (112, 8)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 25)]
Frame №	322 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 223 from (111, 9)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 23)]
Frame №	323 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 202 from (113, 21)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 21)]
Frame №	324 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 216 from (107, 18)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 19)]
Frame №	325 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [107 x 214 from (106, 20)]
+Object's №: 1
 Coordinate: [117 x 234 from (491, 17)]
Frame №	326 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (110, 26)]
Frame №	327 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 201 from (107, 27)]
Frame №	328 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 192 from (108, 32)]
Frame №	329 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (104, 29)]
Frame №	330 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [103 x 206 from (106, 28)]
Frame №	331 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 209 from (104, 33)]
Frame №	332 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [108 x 217 from (103, 35)]
Frame №	333 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [113 x 226 from (99, 37)]
Frame №	334 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [115 x 230 from (94, 39)]
Frame №	335 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [113 x 226 from (94, 47)]
Frame №	336 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [113 x 226 from (94, 50)]
Frame №	337 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 217 from (94, 54)]
Frame №	338 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [105 x 211 from (92, 59)]
Frame №	339 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [109 x 219 from (89, 58)]
+Object's №: 1
 Coordinate: [83 x 166 from (197, 326)]
Frame №	340 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [112 x 223 from (86, 55)]
+Object's №: 1
 Coordinate: [83 x 166 from (198, 326)]
Frame №	341 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [109 x 219 from (86, 59)]
+Object's №: 1
 Coordinate: [92 x 183 from (192, 312)]
+Object's №: 2
 Coordinate: [72 x 145 from (442, 133)]
Frame №	342 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [109 x 219 from (85, 60)]
+Object's №: 1
 Coordinate: [89 x 177 from (195, 313)]
+Object's №: 2
 Coordinate: [72 x 145 from (445, 141)]
Frame №	343 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [112 x 224 from (77, 62)]
+Object's №: 1
 Coordinate: [95 x 189 from (189, 299)]
+Object's №: 2
 Coordinate: [72 x 145 from (448, 149)]
Frame №	344 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [112 x 224 from (73, 62)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 279)]
+Object's №: 2
 Coordinate: [72 x 145 from (451, 157)]
+Object's №: 3
 Coordinate: [89 x 177 from (110, 302)]
Frame №	345 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [113 x 226 from (70, 67)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 275)]
+Object's №: 2
 Coordinate: [72 x 145 from (454, 165)]
+Object's №: 3
 Coordinate: [96 x 192 from (109, 290)]
Frame №	346 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [113 x 226 from (69, 70)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 271)]
+Object's №: 2
 Coordinate: [72 x 145 from (457, 173)]
+Object's №: 3
 Coordinate: [90 x 181 from (112, 300)]
Frame №	347 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [113 x 226 from (68, 73)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 267)]
+Object's №: 2
 Coordinate: [72 x 145 from (460, 181)]
+Object's №: 3
 Coordinate: [91 x 183 from (111, 290)]
+Object's №: 4
 Coordinate: [95 x 189 from (508, 0)]
Frame №	348 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [113 x 226 from (67, 76)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 263)]
+Object's №: 2
 Coordinate: [100 x 201 from (110, 273)]
+Object's №: 3
 Coordinate: [95 x 189 from (508, 0)]
Frame №	349 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [113 x 226 from (66, 79)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 259)]
+Object's №: 2
 Coordinate: [103 x 206 from (109, 261)]
+Object's №: 3
 Coordinate: [95 x 189 from (508, 0)]
Frame №	350 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [113 x 226 from (65, 82)]
+Object's №: 1
 Coordinate: [105 x 210 from (185, 255)]
+Object's №: 2
 Coordinate: [103 x 206 from (109, 257)]
+Object's №: 3
 Coordinate: [95 x 189 from (508, 0)]
Frame №	351 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [113 x 226 from (64, 85)]
+Object's №: 1
 Coordinate: [98 x 197 from (113, 258)]
+Object's №: 2
 Coordinate: [95 x 189 from (508, 0)]
Frame №	352 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 180 from (118, 264)]
+Object's №: 1
 Coordinate: [90 x 180 from (510, 0)]
Frame №	353 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (116, 251)]
+Object's №: 1
 Coordinate: [90 x 180 from (510, 0)]
Frame №	354 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [91 x 182 from (118, 258)]
+Object's №: 1
 Coordinate: [84 x 168 from (512, 0)]
Frame №	355 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 182 from (117, 258)]
+Object's №: 1
 Coordinate: [84 x 168 from (512, -3)]
Frame №	356 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 182 from (116, 258)]
+Object's №: 1
 Coordinate: [84 x 168 from (512, -6)]
